Gene name in Model,Gene ID,Reaction,Reaction Name,Reaction Formula,GPR in model,Pathway
208631,DVU3113,rxn00414,"Carbon-dioxideL-glutamine amido-ligase (ADP-forming,",cpd00053[c] + cpd00242[c] + cpd00001[c] + 2 cpd00002[c]  -> cpd00009[c] + cpd00067[c] + 2 cpd00008[c] + cpd00146[c] + cpd00023[c... <Preview truncated at 128 characters>,( 209094 and 208631 ),Macromolecular synthesis operon
207942,DVU2449,rxn00126,ATPL-methione S-adenosyltransferase,cpd00001[c] + cpd00060[c] + cpd00002[c]  -> cpd00009[c] + cpd00012[c] + cpd00017[c] ,207942,Methionine Biosynthesis
206405,DVU0973,rxn03893,Hydroxybenzoate octaprenyltransferase,cpd02557[c] + cpd00136[c]  -> cpd00012[c] + cpd03443[c] ,206405,Menaquinone Biosynthesis via Futalosine
207999,DVU2502,rxn02285,UDP-N-acetylmuramateNADP+ oxidoreductase,cpd00006[c] + cpd00773[c]  <=> cpd02820[c] + cpd00005[c] + cpd00067[c] ,207999,Peptidoglycan Biosynthesis
209060,DVU0130,rxn00980,2-Phosphoglycolate phosphohydrolase,cpd00727[c] + cpd00001[c]  -> cpd00009[c] + cpd00139[c] + cpd00067[c] ,209060,Photorespiration (oxidative C2 cycle)
208603,DVU3087,rxn03512,"Precorrin 8X 11,12-methylmutase",cpd00067[c] + cpd03835[c]  <=> cpd03832[c] ,208603,Cobalamin synthesis
208603,DVU3087,rxn04052,precorrin-8X methylmutase,cpd08375[c]  <=> cpd03421[c] ,208603,Cobalamin synthesis
207893,DVU2402,rxn03126,Coenzyme Bcoenzyme Mmethanophenazine oxidoreductase,cpd02935[c] + cpd08702[c]  -> cpd02246[c] + cpd08701[c] + cpd02817[c] ,( 207893 and 207894 and 207895 ),Methanogenesis
207893,DVU2402,rxn14417A, Hdr/Flox,cpd11620[c] + 2 cpd00003[c] + cpd18072[c]  <=> cpd11621[c] + 2 cpd00004[c] + cpd18073[c] ,207889 and 207890 and 207891 and 207892 and 207893 and 207894 and 207895,
207894,DVU2403,rxn03126,Coenzyme Bcoenzyme Mmethanophenazine oxidoreductase,cpd02935[c] + cpd08702[c]  -> cpd02246[c] + cpd08701[c] + cpd02817[c] ,( 207893 and 207894 and 207895 ),Methanogenesis
207894,DVU2403,rxn14417A, Hdr/Flox,cpd11620[c] + 2 cpd00003[c] + cpd18072[c]  <=> cpd11621[c] + 2 cpd00004[c] + cpd18073[c] ,207889 and 207890 and 207891 and 207892 and 207893 and 207894 and 207895,
207895,DVU2404,rxn03126,Coenzyme Bcoenzyme Mmethanophenazine oxidoreductase,cpd02935[c] + cpd08702[c]  -> cpd02246[c] + cpd08701[c] + cpd02817[c] ,( 207893 and 207894 and 207895 ),Methanogenesis
207895,DVU2404,rxn14417A, Hdr/Flox,cpd11620[c] + 2 cpd00003[c] + cpd18072[c]  <=> cpd11621[c] + 2 cpd00004[c] + cpd18073[c] ,207889 and 207890 and 207891 and 207892 and 207893 and 207894 and 207895,
207989,,rxn02508,N-(5-Phospho-beta-D-ribosyl)anthranilate ketol-isomerase,cpd02642[c]  <=> cpd00956[c] ,(( 207989 ) or ( 209405 )),Tryptophan synthesis
209405,DVU0469,rxn02508,N-(5-Phospho-beta-D-ribosyl)anthranilate ketol-isomerase,cpd02642[c]  <=> cpd00956[c] ,(( 207989 ) or ( 209405 )),Tryptophan synthesis
207088,DVU1636,rxn00001,Pyrophosphate phosphohydrolase,cpd00001[c] + cpd00012[c]  -> 2 cpd00009[c] + 2 cpd00067[c] ,207088,
207800,DVU2313,rxn01476,"6-Phospho-D-glucono-1,5-lactone lactonohydrolase",cpd00001[c] + cpd00911[c]  -> cpd00284[c] + cpd00067[c] ,207800,
207298,DVU1833,rxn00147,"ATPpyruvate,water phosphotransferase",cpd00020[c] + cpd00001[c] + cpd00002[c]  -> cpd00009[c] + cpd00067[c] + cpd00061[c] + cpd00018[c] ,(( 207298 ) or ( 208736 ) or ( 408364 ) or ( 209179 ) or ( 208245 )),Glycolysis and Gluconeogenesis
208736,DVU3214,rxn00147,"ATPpyruvate,water phosphotransferase",cpd00020[c] + cpd00001[c] + cpd00002[c]  -> cpd00009[c] + cpd00067[c] + cpd00061[c] + cpd00018[c] ,(( 207298 ) or ( 208736 ) or ( 408364 ) or ( 209179 ) or ( 208245 )),Glycolysis and Gluconeogenesis
408364,,rxn00147,"ATPpyruvate,water phosphotransferase",cpd00020[c] + cpd00001[c] + cpd00002[c]  -> cpd00009[c] + cpd00067[c] + cpd00061[c] + cpd00018[c] ,(( 207298 ) or ( 208736 ) or ( 408364 ) or ( 209179 ) or ( 208245 )),Glycolysis and Gluconeogenesis
209179,DVU0246,rxn00147,"ATPpyruvate,water phosphotransferase",cpd00020[c] + cpd00001[c] + cpd00002[c]  -> cpd00009[c] + cpd00067[c] + cpd00061[c] + cpd00018[c] ,(( 207298 ) or ( 208736 ) or ( 408364 ) or ( 209179 ) or ( 208245 )),Glycolysis and Gluconeogenesis
208245,,rxn00147,"ATPpyruvate,water phosphotransferase",cpd00020[c] + cpd00001[c] + cpd00002[c]  -> cpd00009[c] + cpd00067[c] + cpd00061[c] + cpd00018[c] ,(( 207298 ) or ( 208736 ) or ( 408364 ) or ( 209179 ) or ( 208245 )),Glycolysis and Gluconeogenesis
207278,DVU1813,rxn00058,Ferrocytochrome-coxygen oxidoreductase,4 cpd00110[c] + 4 cpd00067[c] + cpd00007[c]  -> 2 cpd00001[c] + 4 cpd00109[c] ,( 207277 and 207278 and 207279 and 207280 ),Transporters 
207333,DVU1867,rxn01974,"LL-2,6-Diaminoheptanedioate 2-epimerase",cpd00504[c]  <=> cpd00516[c] ,(( 207333 ) or ( 208252 )),Lysine Biosynthesis DAP Pathway
208252,DVU2746,rxn01974,"LL-2,6-Diaminoheptanedioate 2-epimerase",cpd00504[c]  <=> cpd00516[c] ,(( 207333 ) or ( 208252 )),Lysine Biosynthesis DAP Pathway
207334,DVU1868,rxn01644,L-Aspartate-4-semialdehyde hydro-lyase (adding pyruvate and,cpd00346[c] + cpd00020[c]  -> cpd00067[c] + 2 cpd00001[c] + cpd02120[c] ,207334,Lysine Biosynthesis DAP Pathway
206805,DVU1363,rxn02003,dTDP-6-deoxy-L-mannoseNADP+ 4-oxidoreductase,cpd02113[c] + cpd00006[c]  <=> cpd00005[c] + cpd00067[c] + cpd00522[c] ,206805,Rhamnose containing glycans
208271,DVU2765,rxn01274,S-(2-Hydroxyacyl)glutathione hydrolase,cpd02182[c] + cpd00001[c]  -> cpd00042[c] + cpd00221[c] + cpd00067[c] ,208271,Methylglyoxal Metabolism
207857,DVU2369,rxn06723,UDP-3-O-(3-hydroxymyristoyl)glucosamine acyltransferase,cpd00067[c] + cpd02835[c] + cpd11493[c]  <=> cpd11484[c] + cpd03584[c] ,207857,KDO2-Lipid A biosynthesis
206908,DVU1463,rxn02774,S-Adenosyl-L-methionineuroporphyrin-III C-methyltransferase,cpd01620[c] + cpd00003[c]  <=> cpd00067[c] + cpd03426[c] + cpd00004[c] ,(( 206160 ) or ( 206908 )),
209012,DVU0084,rxn03057,5-Methylthio-5-deoxy-D-ribose-1-phosphate ketol-isomerase,cpd02574[c]  <=> cpd02791[c] ,209012,Methionine Salvage
209519,DVU0576,rxn07438,peptide-methioninethioredoxin-disulfide S-oxidoreductase,cpd11420[c] + cpd12237[c] + cpd00001[c]  <=> cpd14507[c] + cpd11421[c] ,209519,Peptide methionine sulfoxide reductase
208003,DVU2506,rxn02008,UDP-N-acetylmuramoyl-L-alanineD-glutamate ligase(ADP-forming),cpd00890[c] + cpd00186[c] + cpd00002[c]  -> cpd00009[c] + cpd00067[c] + cpd00525[c] + cpd00008[c] ,208003,Peptidoglycan Biosynthesis
208821,DVU3294,rxn00779,D-glyceraldehyde 3-phosphateNADP+ oxidoreductase,cpd00001[c] + cpd00006[c] + cpd00102[c]  -> cpd00169[c] + cpd00005[c] + 2 cpd00067[c] ,208821,Entner-Doudoroff Pathway
207424,DVU1954,rxn02155,ATPnicotinamide-nucleotide adenylyltransferase,cpd00002[c] + cpd00873[c]  <=> cpd00638[c] + cpd00012[c] ,207424,
208001,DVU2504,rxn03408,UDP-N-acetylglucosamine-N-acetylmuramyl-(pentapeptide)pyrophosphoryl-undecaprenol N-acetylglucosamine transferase,cpd00037[c] + cpd03494[c]  <=> cpd00014[c] + cpd03495[c] ,208001,Peptidoglycan Biosynthesis
208782,DVU3258,rxn00461,PhosphoenolpyruvateUDP-N-acetyl-D-glucosamine,cpd00037[c] + cpd00061[c]  <=> cpd02820[c] + cpd00009[c] + cpd00067[c] ,208782,Peptidoglycan Biosynthesis
206723,DVU1282,rxn01485,"D-Glucosamine 1-phosphate 1,6-phosphomutase",cpd03671[c]  <=> cpd00288[c] ,206723,UDP-N-acetylmuramate from Fructose-6-phosphate Biosynthesis
209277,DVU0343,rxn01203,rxn01203,cpd00020[c] + cpd00199[c]  <=> cpd03708[c] ,209277,Aromatic amino acid degradation
206387,DVU0955,rxn00283,L-Alanine racemase,cpd00035[c]  <=> cpd00117[c] ,206387,Alanine biosynthesis
208004,DVU2507,rxn03904,UDPMurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)undecaprenyl-,cpd02968[c] + cpd00286[c]  <=> cpd00091[c] + cpd03494[c] ,208004,Peptidoglycan Biosynthesis
209268,DVU0334,rxn00851,D-AlanineD-Alanine ligase (ADP-forming),2 cpd00117[c] + cpd00002[c]  -> cpd00009[c] + cpd00067[c] + cpd00008[c] + cpd00731[c] ,209268,
209357,DVU0421,rxn00858,Agmatine amidinohydrolase,cpd00152[c] + cpd00001[c]  -> cpd00118[c] + cpd00073[c] ,209357,Arginine and Ornithine Degradation
209429,DVU0492,rxn02465,N-Acetyl-L-glutamate-5-semialdehydeNADP+ 5-oxidoreductase,cpd00009[c] + cpd00006[c] + cpd00918[c]  <=> cpd02552[c] + cpd00005[c] ,209429,Arginine Biosynthesis
208688,DVU3168,rxn01629,"(S)-4-Amino-5-oxopentanoate 4,5-aminomutase",cpd00338[c]  <=> cpd02345[c] ,208688,
209285,DVU0351,rxn00827,CTPN-acylneuraminate cytidylyltransferase,cpd00052[c] + cpd00232[c]  -> cpd00112[c] + cpd00012[c] ,209285,CMP-N-acetylneuraminate Biosynthesis
207426,DVU1956,rxn08711,heptosyltransferase II (LPS core synthesis),cpd03831[c] + cpd15485[c]  <=> cpd15484[c] + cpd00008[c] ,(( 207426 ) or ( 206695 ) or ( 206489 )),LOS core oligosaccharide biosynthesis
206695,,rxn08711,heptosyltransferase II (LPS core synthesis),cpd03831[c] + cpd15485[c]  <=> cpd15484[c] + cpd00008[c] ,(( 207426 ) or ( 206695 ) or ( 206489 )),LOS core oligosaccharide biosynthesis
206489,DVU1055,rxn08711,heptosyltransferase II (LPS core synthesis),cpd03831[c] + cpd15485[c]  <=> cpd15484[c] + cpd00008[c] ,(( 207426 ) or ( 206695 ) or ( 206489 )),LOS core oligosaccharide biosynthesis
408333,DVU1539,rxn00549,"D-Fructose-1,6-bisphosphate 1-phosphohydrolase",cpd00290[c] + cpd00001[c]  -> cpd00009[c] + cpd00067[c] + cpd00072[c] ,(( 408333 ) or ( 207307 )),Calvin-Benson cycle
207307,DVU1841,rxn00549,"D-Fructose-1,6-bisphosphate 1-phosphohydrolase",cpd00290[c] + cpd00001[c]  -> cpd00009[c] + cpd00067[c] + cpd00072[c] ,(( 408333 ) or ( 207307 )),Calvin-Benson cycle
209712,DVUA0011,rxn06874,reduced ferredoxindinitrogen oxidoreductase (ATP-hydrolysing),8 cpd11620[c] + 16 cpd00001[c] + 16 cpd00002[c] + cpd00528[c]  <=> 16 cpd00009[c] + 2 cpd00013[c] + 8 cpd11621[c] + 6 cpd00067[c... <Preview truncated at 128 characters>,( 209712 and 209711 and 209708 ),Nitrogen fixation
209711,DVUA0012,rxn06874,reduced ferredoxindinitrogen oxidoreductase (ATP-hydrolysing),8 cpd11620[c] + 16 cpd00001[c] + 16 cpd00002[c] + cpd00528[c]  <=> 16 cpd00009[c] + 2 cpd00013[c] + 8 cpd11621[c] + 6 cpd00067[c... <Preview truncated at 128 characters>,( 209712 and 209711 and 209708 ),Nitrogen fixation
209708,DVUA0015,rxn06874,reduced ferredoxindinitrogen oxidoreductase (ATP-hydrolysing),8 cpd11620[c] + 16 cpd00001[c] + 16 cpd00002[c] + cpd00528[c]  <=> 16 cpd00009[c] + 2 cpd00013[c] + 8 cpd11621[c] + 6 cpd00067[c... <Preview truncated at 128 characters>,( 209712 and 209711 and 209708 ),Nitrogen fixation
208673,DVU3154,rxn00062,ATP phosphohydrolase (protein-secreting),cpd00001[c] + cpd00002[c]  -> cpd00009[c] + cpd00067[c] + cpd00008[c] ,208673,
207739,DVU2254,rxn04464,"5,10-methylenetetrahydrofolate,FADH2dUMP C-methyltransferase",cpd00299[c] + cpd00982[c] + cpd00125[c]  <=> cpd00298[c] + cpd00087[c] + cpd00015[c] ,207739,pyrimidine conversions v2
206111,DVU0687,rxn00749A,aldehyde:ferredoxin oxidoreductase,cpd11621[c] + cpd00001[c] + cpd00071[c]  -> cpd11620[c] + cpd00029[c] + 3 cpd00067[c] ,(( 206111 ) or ( 206619 )),
206111,DVU0687,rxn14108A,glyceraldehyde ferredoxin oxidoreductase,cpd11621[c] + cpd00001[c] + cpd00102[c]  -> cpd11620[c] + cpd00169[c] + 3 cpd00067[c] ,( 206111 or 206619 ),
206111,DVU0687,rxn14108,glyceraldehyde ferredoxin oxidoreductase,cpd11621[c] + cpd00001[c] + cpd00448[c]  -> cpd11620[c] + 3 cpd00067[e] + cpd00223[c] ,(( 206111 ) or ( 206619 )),
206619,DVU1179,rxn00749A,aldehyde:ferredoxin oxidoreductase,cpd11621[c] + cpd00001[c] + cpd00071[c]  -> cpd11620[c] + cpd00029[c] + 3 cpd00067[c] ,(( 206111 ) or ( 206619 )),
206619,DVU1179,rxn14108A,glyceraldehyde ferredoxin oxidoreductase,cpd11621[c] + cpd00001[c] + cpd00102[c]  -> cpd11620[c] + cpd00169[c] + 3 cpd00067[c] ,( 206111 or 206619 ),
206619,DVU1179,rxn14108,glyceraldehyde ferredoxin oxidoreductase,cpd11621[c] + cpd00001[c] + cpd00448[c]  -> cpd11620[c] + 3 cpd00067[e] + cpd00223[c] ,(( 206111 ) or ( 206619 )),
207709,DVU2225,rxn06673,acetyl-CoA carboxylase,cpd12543[c] + cpd00022[c]  -> cpd12848[c] + cpd00070[c] ,207709,
207709,DVU2225,rxn00533,Acetyl-CoA:carbon-dioxide ligase (ADP-forming),cpd00242[c] + cpd00002[c] + cpd00022[c]  <=> cpd00009[c] + cpd00067[c] + cpd00008[c] + cpd00070[c] ,207709,"Pyruvate metabolism I: anaplerotic reactions, PEP"
208817,DVU3290,rxn00069,L-glutamate:NAD+ oxidoreductase,2 cpd00023[c] + cpd00003[c]  <=> cpd00053[c] + cpd00067[c] + cpd00004[c] + cpd00024[c] ,(( 208817 and 208818 and 208819 ) or ( 207286 and 207287 and 207288 ) or ( 207971 ) or ( 206094 )),
208817,DVU3290,rxn00085,L-Glutamate:NADP+ oxidoreductase,cpd00006[c] + 2 cpd00023[c]  <=> cpd00005[c] + cpd00053[c] + cpd00067[c] + cpd00024[c] ,(( 208817 and 208818 and 208819 ) or ( 207286 and 207287 and 207288 ) or ( 207971 ) or ( 206094 )),
208818,DVU3291,rxn00069,L-glutamate:NAD+ oxidoreductase,2 cpd00023[c] + cpd00003[c]  <=> cpd00053[c] + cpd00067[c] + cpd00004[c] + cpd00024[c] ,(( 208817 and 208818 and 208819 ) or ( 207286 and 207287 and 207288 ) or ( 207971 ) or ( 206094 )),
208818,DVU3291,rxn00085,L-Glutamate:NADP+ oxidoreductase,cpd00006[c] + 2 cpd00023[c]  <=> cpd00005[c] + cpd00053[c] + cpd00067[c] + cpd00024[c] ,(( 208817 and 208818 and 208819 ) or ( 207286 and 207287 and 207288 ) or ( 207971 ) or ( 206094 )),
208819,DVU3292,rxn00069,L-glutamate:NAD+ oxidoreductase,2 cpd00023[c] + cpd00003[c]  <=> cpd00053[c] + cpd00067[c] + cpd00004[c] + cpd00024[c] ,(( 208817 and 208818 and 208819 ) or ( 207286 and 207287 and 207288 ) or ( 207971 ) or ( 206094 )),
208819,DVU3292,rxn00085,L-Glutamate:NADP+ oxidoreductase,cpd00006[c] + 2 cpd00023[c]  <=> cpd00005[c] + cpd00053[c] + cpd00067[c] + cpd00024[c] ,(( 208817 and 208818 and 208819 ) or ( 207286 and 207287 and 207288 ) or ( 207971 ) or ( 206094 )),
207286,DVU1821,rxn00069,L-glutamate:NAD+ oxidoreductase,2 cpd00023[c] + cpd00003[c]  <=> cpd00053[c] + cpd00067[c] + cpd00004[c] + cpd00024[c] ,(( 208817 and 208818 and 208819 ) or ( 207286 and 207287 and 207288 ) or ( 207971 ) or ( 206094 )),
207286,DVU1821,rxn00085,L-Glutamate:NADP+ oxidoreductase,cpd00006[c] + 2 cpd00023[c]  <=> cpd00005[c] + cpd00053[c] + cpd00067[c] + cpd00024[c] ,(( 208817 and 208818 and 208819 ) or ( 207286 and 207287 and 207288 ) or ( 207971 ) or ( 206094 )),
207287,DVU1822,rxn00069,L-glutamate:NAD+ oxidoreductase,2 cpd00023[c] + cpd00003[c]  <=> cpd00053[c] + cpd00067[c] + cpd00004[c] + cpd00024[c] ,(( 208817 and 208818 and 208819 ) or ( 207286 and 207287 and 207288 ) or ( 207971 ) or ( 206094 )),
207287,DVU1822,rxn00085,L-Glutamate:NADP+ oxidoreductase,cpd00006[c] + 2 cpd00023[c]  <=> cpd00005[c] + cpd00053[c] + cpd00067[c] + cpd00024[c] ,(( 208817 and 208818 and 208819 ) or ( 207286 and 207287 and 207288 ) or ( 207971 ) or ( 206094 )),
207288,DVU1823,rxn00069,L-glutamate:NAD+ oxidoreductase,2 cpd00023[c] + cpd00003[c]  <=> cpd00053[c] + cpd00067[c] + cpd00004[c] + cpd00024[c] ,(( 208817 and 208818 and 208819 ) or ( 207286 and 207287 and 207288 ) or ( 207971 ) or ( 206094 )),
207288,DVU1823,rxn00085,L-Glutamate:NADP+ oxidoreductase,cpd00006[c] + 2 cpd00023[c]  <=> cpd00005[c] + cpd00053[c] + cpd00067[c] + cpd00024[c] ,(( 208817 and 208818 and 208819 ) or ( 207286 and 207287 and 207288 ) or ( 207971 ) or ( 206094 )),
207971,DVU2476,rxn00069,L-glutamate:NAD+ oxidoreductase,2 cpd00023[c] + cpd00003[c]  <=> cpd00053[c] + cpd00067[c] + cpd00004[c] + cpd00024[c] ,(( 208817 and 208818 and 208819 ) or ( 207286 and 207287 and 207288 ) or ( 207971 ) or ( 206094 )),
207971,DVU2476,rxn00085,L-Glutamate:NADP+ oxidoreductase,cpd00006[c] + 2 cpd00023[c]  <=> cpd00005[c] + cpd00053[c] + cpd00067[c] + cpd00024[c] ,(( 208817 and 208818 and 208819 ) or ( 207286 and 207287 and 207288 ) or ( 207971 ) or ( 206094 )),
206094,DVU0671,rxn00069,L-glutamate:NAD+ oxidoreductase,2 cpd00023[c] + cpd00003[c]  <=> cpd00053[c] + cpd00067[c] + cpd00004[c] + cpd00024[c] ,(( 208817 and 208818 and 208819 ) or ( 207286 and 207287 and 207288 ) or ( 207971 ) or ( 206094 )),
206094,DVU0671,rxn00085,L-Glutamate:NADP+ oxidoreductase,cpd00006[c] + 2 cpd00023[c]  <=> cpd00005[c] + cpd00053[c] + cpd00067[c] + cpd00024[c] ,(( 208817 and 208818 and 208819 ) or ( 207286 and 207287 and 207288 ) or ( 207971 ) or ( 206094 )),
206396,DVU0964,rxn00184,L-Glutamate:NADP+ oxidoreductase,cpd00001[c] + cpd00006[c] + cpd00023[c]  <=> cpd00005[c] + cpd00013[c] + cpd00067[c] + cpd00024[c] ,206396,Arginine and Ornithine Degradation
206411,DVU0979,rxn00744,ATP:glycerone phosphotransferase ,cpd00002[c] + cpd00157[c]  <=> cpd00008[c] + cpd00095[c] ,( 206411 and 206412 ),Dihydroxyacetone kinases
206411,DVU0979,rxn01329,"D-Mannose 6-phosphate 1,6-phosphomutasee ",cpd00235[c]  <=> cpd00485[c] ,( 206411 and 206412 ),Mannose Metabolism
206412,DVU0980,rxn00744,ATP:glycerone phosphotransferase ,cpd00002[c] + cpd00157[c]  <=> cpd00008[c] + cpd00095[c] ,( 206411 and 206412 ),Dihydroxyacetone kinases
206412,DVU0980,rxn01329,"D-Mannose 6-phosphate 1,6-phosphomutasee ",cpd00235[c]  <=> cpd00485[c] ,( 206411 and 206412 ),Mannose Metabolism
208045,DVU2548,rxn06022,Acyl-carrier-protein] 4-pantetheine-phosphohydrolase,cpd00001[c] + cpd11493[c]  -> cpd12370[c] + cpd00834[c] ,208045,Fatty Acid Biosynthesis FASII
207619,DVU2142,rxn02400,Nicotinate D-ribonucleotide phosphohydrolase,cpd00001[c] + cpd00873[c]  -> cpd00009[c] + cpd00067[c] + cpd03471[c] ,207619,
207619,DVU2142,rxn01218,2-Deoxycytidine 5-monophosphate phosphohydrolase,cpd00206[c] + cpd00001[c]  -> cpd00009[c] + cpd00067[c] + cpd00654[c] ,207619,
207619,DVU2142,rxn01445,2-Deoxyguanosine 5-monophosphate phosphohydrolase,cpd00296[c] + cpd00001[c]  -> cpd00009[c] + cpd00067[c] + cpd00277[c] ,207619,
207619,DVU2142,rxn01507,2-Deoxyadenosine 5-monophosphate phosphohydrolase,cpd00001[c] + cpd00294[c]  -> cpd00009[c] + cpd00067[c] + cpd00438[c] ,207619,
207619,DVU2142,rxn01961,Xanthosine 5-phosphate phosphohydrolase,cpd00497[c] + cpd00001[c]  -> cpd00009[c] + cpd00067[c] + cpd01217[c] ,207619,
207619,DVU2142,rxn00132,Adenosine 5-monophosphate phosphohydrolase,cpd00001[c] + cpd00018[c]  -> cpd00009[c] + cpd00067[c] + cpd00182[c] ,207619,
207619,DVU2142,rxn00363,Cytidine-5-monophosphate phosphohydrolase,cpd00001[c] + cpd00046[c]  -> cpd00009[c] + cpd00067[c] + cpd00367[c] ,207619,
207619,DVU2142,rxn00708,Uridine 5-monophosphate phosphohydrolase,cpd00091[c] + cpd00001[c]  -> cpd00009[c] + cpd00067[c] + cpd00249[c] ,207619,
207619,DVU2142,rxn00831,Inosine 5-monophosphate phosphohydrolase,cpd00001[c] + cpd00114[c]  -> cpd00009[c] + cpd00067[c] + cpd00246[c] ,207619,
207619,DVU2142,rxn00913,Guanosine 5-monophosphate phosphohydrolase,cpd00126[c] + cpd00001[c]  -> cpd00009[c] + cpd00067[c] + cpd00311[c] ,207619,
207619,DVU2142,rxn01145,Thymidylate 5-phosphohydrolase,cpd00298[c] + cpd00001[c]  -> cpd00009[c] + cpd00067[c] + cpd00184[c] ,207619,
207726,DVU2242,rxn00342,L-Asparagine amidohydrolase,cpd00132[c] + cpd00001[c]  -> cpd00013[c] + cpd00041[c] ,207726,"Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis"
206602,DVU1164,rxn00374,Formamide amidohydrolas,cpd00001[c] + cpd00378[c]  -> cpd00013[c] + cpd00047[c] ,206602,
207234,DVU1769,rxn14407,periplasmic hydrogenase,cpd00110[e] + 2 cpd00067[e]  <=> cpd00109[e] + cpd11640[e] ,(( 207234 and 207235 ) or ( 207390 and 207391 ) or ( 208022 and 208023 )),
207235,DVU1770,rxn14407,periplasmic hydrogenase,cpd00110[e] + 2 cpd00067[e]  <=> cpd00109[e] + cpd11640[e] ,(( 207234 and 207235 ) or ( 207390 and 207391 ) or ( 208022 and 208023 )),
207390,DVU1921,rxn14407,periplasmic hydrogenase,cpd00110[e] + 2 cpd00067[e]  <=> cpd00109[e] + cpd11640[e] ,(( 207234 and 207235 ) or ( 207390 and 207391 ) or ( 208022 and 208023 )),
207391,DVU1922,rxn14407,periplasmic hydrogenase,cpd00110[e] + 2 cpd00067[e]  <=> cpd00109[e] + cpd11640[e] ,(( 207234 and 207235 ) or ( 207390 and 207391 ) or ( 208022 and 208023 )),
208022,DVU2525,rxn14407,periplasmic hydrogenase,cpd00110[e] + 2 cpd00067[e]  <=> cpd00109[e] + cpd11640[e] ,(( 207234 and 207235 ) or ( 207390 and 207391 ) or ( 208022 and 208023 )),
208023,DVU2526,rxn14407,periplasmic hydrogenase,cpd00110[e] + 2 cpd00067[e]  <=> cpd00109[e] + cpd11640[e] ,(( 207234 and 207235 ) or ( 207390 and 207391 ) or ( 208022 and 208023 )),
209365,DVU0429,rxn14410,Proton-pumping ferredoxin:hydrogenase,cpd11620[c] + 3 cpd00067[c]  <=> cpd11621[c] + cpd00067[e] + cpd11640[c] ,( 209365 and 209366 and 209367 and 209368 and 209367 and 209368 and 209369 and 209370 ),
209366,DVU0430,rxn14410,Proton-pumping ferredoxin:hydrogenase,cpd11620[c] + 3 cpd00067[c]  <=> cpd11621[c] + cpd00067[e] + cpd11640[c] ,( 209365 and 209366 and 209367 and 209368 and 209367 and 209368 and 209369 and 209370 ),
209367,DVU0431,rxn14410,Proton-pumping ferredoxin:hydrogenase,cpd11620[c] + 3 cpd00067[c]  <=> cpd11621[c] + cpd00067[e] + cpd11640[c] ,( 209365 and 209366 and 209367 and 209368 and 209367 and 209368 and 209369 and 209370 ),
209368,DVU0432,rxn14410,Proton-pumping ferredoxin:hydrogenase,cpd11620[c] + 3 cpd00067[c]  <=> cpd11621[c] + cpd00067[e] + cpd11640[c] ,( 209365 and 209366 and 209367 and 209368 and 209367 and 209368 and 209369 and 209370 ),
209369,DVU0433,rxn14410,Proton-pumping ferredoxin:hydrogenase,cpd11620[c] + 3 cpd00067[c]  <=> cpd11621[c] + cpd00067[e] + cpd11640[c] ,( 209365 and 209366 and 209367 and 209368 and 209367 and 209368 and 209369 and 209370 ),
209370,DVU0434,rxn14410,Proton-pumping ferredoxin:hydrogenase,cpd11620[c] + 3 cpd00067[c]  <=> cpd11621[c] + cpd00067[e] + cpd11640[c] ,( 209365 and 209366 and 209367 and 209368 and 209367 and 209368 and 209369 and 209370 ),
209104,DVU0171,rxn00950,Cystathionine L-homocysteine-lyase (deaminating),cpd00001[c] + cpd00424[c]  -> cpd00013[c] + cpd00020[c] + cpd00135[c] ,209104,Methionine Biosynthesis
207114,DVU1655,rxn07441,"LL-2,6-diaminoheptanedioate:2-oxoglutarate aminotransferase",cpd00024[c] + cpd00504[c]  <=> cpd00067[c] + cpd00001[c] + cpd02465[c] + cpd00023[c] ,207114,Lysine Biosynthesis DAP Pathway
208907,DVU3379,rxn05231,Ribonucleotide reductase: ADP,cpd11421[c] + cpd00008[c]  -> cpd00177[c] + cpd11420[c] + cpd00001[c] ,208907,
208907,DVU3379,rxn05233,Ribonucleotide reductase: GDP,cpd11421[c] + cpd00031[c]  -> cpd11420[c] + cpd00001[c] + cpd00295[c] ,208907,
208907,DVU3379,rxn06075,2-Deoxyuridine 5-diphosphate:oxidized-thioredoxin,cpd11420[c] + cpd00001[c] + cpd00978[c]  <=> cpd11421[c] + cpd00014[c] ,208907,
208907,DVU3379,rxn06076,2-Deoxycytidine diphosphate:oxidized-thioredoxin 2-oxidoreductase,cpd11420[c] + cpd00533[c] + cpd00001[c]  <=> cpd00096[c] + cpd11421[c] ,208907,
208994,DVU0066,rxn01217,dCMP aminohydrolase,cpd00206[c] + cpd00067[c] + cpd00001[c]  -> cpd00299[c] + cpd00013[c] ,( 208994 and 206641 ),
206641,DVU1202,rxn01217,dCMP aminohydrolase,cpd00206[c] + cpd00067[c] + cpd00001[c]  -> cpd00299[c] + cpd00013[c] ,( 208994 and 206641 ),
