,,,,,,,,,,,,Methane as objective,,,,,,,,,,,
DvH,EX_cpd08306(e),No,No,EX Butyro-betaine e,Exchange,Metabolic_Overview,,-1000,0,Irreversible/uni-directional,Exchange,0,0,0,0,0,0,0,0,0,0,0,0
DvH,EX_cpd00205(e),Yes,Yes,EX K+ e,Exchange,Metabolic_Overview,,-1000,0,Irreversible/uni-directional,Exchange,-0.011133583,-0.008460424,-0.008985594,-0.009008649,-0.006887601,-0.012080138,-0.015704503,-0.01474538,-0.014566623,-0.011908875,-0.01413803,-0.016862573
DvH,EX_cpd11416_c,No,No,EX Biomass c,Exchange,Metabolic_Overview,,-1000,0,Irreversible/uni-directional,Exchange,0,0,0,0,0,0,0,0,0,0,0,0
DvH,EX_cpd11584(e),No,No,EX Ala-His e,Exchange,Metabolic_Overview,,0,1000,Irreversible/uni-directional,Exchange,0,0,0,0,0,0,0,0,0,0,0,0
DvH,EX_cpd00080(e),No,No,EX Glycerol-3-phosphate e,Exchange,Metabolic_Overview,,0,1000,Irreversible/uni-directional,Exchange,0,0,0,0,0,0,0,0,0,0,0,0
DvH,EX_cpd08305(e),No,No,EX crotonobetaine e,Exchange,Metabolic_Overview,,-1000,0,Irreversible/uni-directional,Exchange,0,0,0,0,0,0,0,0,0,0,0,0
DvH,EX_cpd00264(e),No,No,EX Spermidine e,Exchange,Metabolic_Overview,,-1000,0,Irreversible/uni-directional,Exchange,0,0,0,0,0,0,0,0,0,0,0,0
DvH,EX_cpd00540(e),No,No,EX BET e,Exchange,Metabolic_Overview,,-1000,0,Irreversible/uni-directional,Exchange,0,0,0,0,0,0,0,0,0,0,0,0
DvH,EX_cpd00099(e),No,No,EX Cl- e,Exchange,Metabolic_Overview,,-1000,0,Irreversible/uni-directional,Exchange,-0.000296958,-0.000225659,-0.000239666,-0.000240281,-0.000183708,-0.000322205,-0.000418875,-0.000393293,-0.000388525,-0.000317637,-0.000377094,-0.000449764
DvH,EX_cpd11593(e),No,No,EX ala-L-asp-L e,Exchange,Metabolic_Overview,,0,1000,Irreversible/uni-directional,Exchange,0,0,0,0,0,0,0,0,0,0,0,0
DvH,EX_cpd11592(e),No,No,EX gly-glu-L e,Exchange,Metabolic_Overview,,0,1000,Irreversible/uni-directional,Exchange,0,0,0,0,0,0,0,0,0,0,0,0
DvH,EX_cpd11581(e),No,No,EX gly-asn-L e,Exchange,Metabolic_Overview,,0,1000,Irreversible/uni-directional,Exchange,0,0,0,0,0,0,0,0,0,0,0,0
DvH,EX_cpd10516(e),No,No,EX fe3 e,Exchange,Metabolic_Overview,,-1000,0,Irreversible/uni-directional,Exchange,-0.000445469,-0.000338512,-0.000359525,-0.000360447,-0.000275582,-0.000483342,-0.000628357,-0.000589981,-0.000582829,-0.000476489,-0.00056568,-0.000674693
DvH,EX_cpd00393(e),Yes,Yes,EX Folate e,Exchange,Metabolic_Overview,,-1000,0,Irreversible/uni-directional,Exchange,-4.19E-05,-3.19E-05,-3.38E-05,-3.39E-05,-2.59E-05,-4.55E-05,-5.92E-05,-5.55E-05,-5.49E-05,-4.49E-05,-5.33E-05,-6.35E-05
DvH,EX_cpd00209(e),No,No,EX Nitrate e,Exchange,Metabolic_Overview,,0,1000,Irreversible/uni-directional,Exchange,0,0,0,0,0,0,0,0,0,0,0,0
DvH,EX_cpd00118(e),No,No,EX Putrescine e,Exchange,Metabolic_Overview,,0,1000,Irreversible/uni-directional,Exchange,0,0,0,0,0,0,0,0,0,0,0,0
DvH,EX_cpd00053(e),No,No,EX L-Glutamine e,Exchange,Metabolic_Overview,,0,1000,Irreversible/uni-directional,Exchange,0,0,0,0,0,0,0,0,0,0,0,0
DvH,EX_cpd04097(e),No,No,EX Pb e,Exchange,Metabolic_Overview,,-1000,0,Irreversible/uni-directional,Exchange,0,0,0,0,0,0,0,0,0,0,0,0
DvH,EX_cpd01017(e),No,No,EX Cys-Gly e,Exchange,Metabolic_Overview,,0,1000,Irreversible/uni-directional,Exchange,0,0,0,0,0,0,0,0,0,0,0,0
DvH,EX_cpd11587(e),No,No,EX Ala-Gln e,Exchange,Metabolic_Overview,,0,1000,Irreversible/uni-directional,Exchange,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn00737,Yes,Yes,threonine dehydratase,Glycine and Serine Utilization,Metabolic_Overview,207626,0,1000,Irreversible/uni-directional,Intracellular,0.018211181,0.0138387,0.014697721,0.014735431,0.011266037,0.01975946,0.025687827,0.024118992,0.023826599,0.019479325,0.02312555,0.02758208
DvH,rxn00749A,Yes,Yes,aldehyde:ferredoxin oxidoreductase,"""",Metabolic_Overview,(( 206111 ) or ( 206619 )),-1000,1000,Reversible/bi-directional,Intracellular,0.03920162,0.395432282,0.419978249,0.421055808,0.321920022,0.564614313,0.055295943,0.689185238,0.6808303,0.556609622,0.66079824,0.788140837
DvH,rxn06673,No,No,acetyl-CoA carboxylase,"""",Metabolic_Overview,207709,0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn00505,No,No,Isocitrate:NAD+ oxidoreductase (decarboxylating),TCA Cycle,Metabolic_Overview,209413,0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn00069,No,No,L-glutamate:NAD+ oxidoreductase,"""",Metabolic_Overview,(( 208817 and 208818 and 208819 ) or ( 207286 and 207287 and 207288 ) or ( 207971 ) or ( 206094 )),-1000,1000,Reversible/bi-directional,Intracellular,-0.481730621,-0.576393814,-0.582960809,-0.613743426,-0.446848752,-0.822998557,-0.679506332,-0.956639979,-0.945042709,-0.811330682,-0.963199099,-1.148817443
DvH,rxn00085,No,No,L-Glutamate:NADP+ oxidoreductase,"""",Metabolic_Overview,(( 208817 and 208818 and 208819 ) or ( 207286 and 207287 and 207288 ) or ( 207971 ) or ( 206094 )),-1000,1000,Reversible/bi-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn00184,No,No,L-Glutamate:NADP+ oxidoreductase,Arginine and Ornithine Degradation,Metabolic_Overview,206396,-1000,1000,Reversible/bi-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn00744,No,No,ATP:glycerone phosphotransferase ,Dihydroxyacetone kinases,Metabolic_Overview,( 206411 and 206412 ),-1000,1000,Reversible/bi-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn01329,No,No,"D-Mannose 6-phosphate 1,6-phosphomutasee ",Mannose Metabolism,Metabolic_Overview,( 206411 and 206412 ),-1000,1000,Reversible/bi-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn00830,No,No,Isopentenyl-diphosphate delta3-delta2-isomerase ,Archaeal lipids,Metabolic_Overview,207138,-1000,1000,Reversible/bi-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn06022,No,No,Acyl-carrier-protein] 4-pantetheine-phosphohydrolase,Fatty Acid Biosynthesis FASII,Metabolic_Overview,208045,0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn00003,Yes,Yes,2-Acetolactate pyruvate-lyase (carboxylating),"""",Metabolic_Overview,(( 209294 and 209295 ) or ( 206818 and 206819 ) or ( 209572 )),-1000,1000,Reversible/bi-directional,Intracellular,-0.054771459,-0.041620904,-0.04420447,-0.044317887,-0.033883431,-0.059428021,-0.077258018,-0.072539633,-0.071660241,-0.058585494,-0.069551782,-0.082955124
DvH,rxn02400,No,No,Nicotinate D-ribonucleotide phosphohydrolase,"""",Metabolic_Overview,207619,0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn00533,No,No,Acetyl-CoA:carbon-dioxide ligase (ADP-forming),"Pyruvate metabolism I: anaplerotic reactions, PEP",Metabolic_Overview,207709,-1000,1000,Reversible/bi-directional,Intracellular,0.151280813,0.114958489,0.122094395,0.122407658,0.0935873,0.164142412,0.213389529,0.200357172,0.197928258,0.16181532,0.192104618,0.229125148
DvH,rxn00908,No,No,glycine synthas,"""",Metabolic_Overview,207143,0,1000,Irreversible/uni-directional,Intracellular,0,0.18282146,0.194169874,0.194668066,0.148834304,0.261039924,0,0.318633194,0.31477043,0.25733909,0.305508944,0.36438365
DvH,rxn03130,No,No,"UDP-2,3-bis(3-hydroxytetradecanoyl)glucosamine diphosphatase",KDO2-Lipid A biosynthesis,Metabolic_Overview,,0,1000,Irreversible/uni-directional,Intracellular,0.001219303,0.00092655,0.000984064,0.000986589,0.000754301,0.001322966,0.001719891,0.001614852,0.001595275,0.00130421,0.001548337,0.001846718
DvH,rxn06848,No,No,Endotoxin Synthesis (myristoyl transferase),KDO2-Lipid A biosynthesis,Metabolic_Overview,,-1000,1000,Reversible/bi-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn14407,No,No,periplasmic hydrogenase,,Metabolic_Overview,(( 207234 and 207235 ) or ( 207390 and 207391 ) or ( 208022 and 208023 )),-1000,1000,Reversible/bi-directional,Intracellular,11.35766287,14.54076517,16.45888828,16.51813457,6.578284791,15.00992527,9.600835745,15.83981272,18.02683076,16.91720648,17.68323891,16.58807411
DvH,rxn14408,No,No,hydrogen transport,"""",Metabolic_Overview,,-1000,1000,Reversible/bi-directional,Transport,13.41242545,24.79231759,28.17072192,28.10851583,40.61003269,24.13533941,0,7.53975174,5.375482846,2.782364311,5.984693093,11.76910202
DvH,EX_cpd11640(e),No,No,hydrogen exchange,"""",Metabolic_Overview,,0,1000,Irreversible/uni-directional,Intracellular,10.72721345,5.005907275,5.508237099,5.690888754,4.943031854,6.907836771,37.0875651,25.38897579,31.91213799,32.06086632,30.57943728,22.83549869
DvH,rxn01304,Yes,Yes,Succinyl-CoA:L-homoserine O-succinyltransferase,Methionine Biosynthesis,Metabolic_Overview,,0,1000,Irreversible/uni-directional,Intracellular,0.009649293,0.00733251,0.007787667,0.007807648,0.005969371,0.010469657,0.013610834,0.012779579,0.012624653,0.010321226,0.012253198,0.014614515
DvH,rxn00950,Yes,Yes,Cystathionine L-homocysteine-lyase (deaminating),Methionine Biosynthesis,Metabolic_Overview,209104,0,1000,Irreversible/uni-directional,Intracellular,0.009649293,0.00733251,0.007787667,0.007807648,0.005969371,0.010469657,0.013610834,0.012779579,0.012624653,0.010321226,0.012253198,0.014614515
DvH,rxn07441,Yes,Yes,"LL-2,6-diaminoheptanedioate:2-oxoglutarate aminotransferase",Lysine Biosynthesis DAP Pathway,Metabolic_Overview,207114,-1000,1000,Reversible/bi-directional,Intracellular,-0.022346341,-0.016981014,-0.01803509,-0.018081363,-0.013824184,-0.024246184,-0.031520688,-0.029595622,-0.029236837,-0.023902439,-0.028376602,-0.033845064
DvH,rxn01218,No,No,2-Deoxycytidine 5-monophosphate phosphohydrolase,"""",Metabolic_Overview,207619,0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn01445,No,No,2-Deoxyguanosine 5-monophosphate phosphohydrolase,"""",Metabolic_Overview,207619,0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn01507,No,No,2-Deoxyadenosine 5-monophosphate phosphohydrolase,"""",Metabolic_Overview,207619,0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn01961,No,No,Xanthosine 5-phosphate phosphohydrolase,"""",Metabolic_Overview,207619,0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn00132,No,No,Adenosine 5-monophosphate phosphohydrolase,"""",Metabolic_Overview,207619,0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn00363,No,No,Cytidine-5-monophosphate phosphohydrolase,"""",Metabolic_Overview,207619,0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn00708,No,No,Uridine 5-monophosphate phosphohydrolase,"""",Metabolic_Overview,207619,0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn00831,No,No,Inosine 5-monophosphate phosphohydrolase,"""",Metabolic_Overview,207619,0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn00913,No,No,Guanosine 5-monophosphate phosphohydrolase,"""",Metabolic_Overview,207619,0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn01145,No,No,Thymidylate 5-phosphohydrolase,"""",Metabolic_Overview,207619,0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn05231,No,No,Ribonucleotide reductase: ADP,"""",Metabolic_Overview,208907,0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn05233,No,No,Ribonucleotide reductase: GDP,"""",Metabolic_Overview,208907,0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0.001704339,0,0.002285432,0,0,0,0,0,0
DvH,rxn06075,No,No,2-Deoxyuridine 5-diphosphate:oxidized-thioredoxin,"""",Metabolic_Overview,208907,-1000,1000,Reversible/bi-directional,Intracellular,-0.001228706,-0.000933695,-0.000991653,-0.000994198,-0.000760118,-0.001333168,-0.001733155,-0.001627305,-0.001607578,-0.001314268,-0.001560278,-0.00186096
DvH,rxn06076,No,No,2-Deoxycytidine diphosphate:oxidized-thioredoxin 2-oxidoreductase,"""",Metabolic_Overview,208907,-1000,1000,Reversible/bi-directional,Intracellular,0,0,0,0,0,-0.002285432,0,0,0,0,0,0
DvH,rxn00917,Yes,Yes,Xanthosine-5-phosphate:L-glutamine amido-ligase (AMP-forming),Purine conversions,Metabolic_Overview,206477,0,1000,Irreversible/uni-directional,Intracellular,0.015618736,0.011868698,0.012605433,0.012637775,0.009662265,0.016946611,0.022031047,0.020685543,0.020434774,0.016706354,0.019833522,0.023655645
DvH,rxn05488,Yes,Yes,acetate transport in/out via proton symport,"""",Metabolic_Overview,,-1000,1000,Reversible/bi-directional,Transport,-17.52428902,-22.63887725,-25.5674422,-25.6585672,-23.26831383,-23.69675379,-23.02772623,-25.20234017,-28.46537844,-26.54091997,-27.90805902,-26.53186878
DvH,EX_cpd00029(e),Yes,Yes,EX ac e,"""",Metabolic_Overview,,0,1000,Irreversible/uni-directional,Intracellular,17.52428902,22.63887725,25.5674422,25.6585672,23.26831383,23.69675379,23.02772623,25.20234017,28.46537844,26.54091997,27.90805902,26.53186878
DvH,rxn00011,Yes,Yes,pyruvate:thiamin diphosphate acetaldehydetransferase,Branched-Chain Amino Acid Biosynthesis,Metabolic_Overview,,-1000,1000,Reversible/bi-directional,Intracellular,-0.018211181,-0.0138387,-0.014697721,-0.014735431,-0.011266037,-0.01975946,-0.025687827,-0.024118992,-0.023826599,-0.019479325,-0.02312555,-0.02758208
DvH,rxn02914,No,No,3-Phosphoserine:2-oxoglutarate aminotransferase,Glycine and Serine Utilization,Metabolic_Overview,209431,-1000,1000,Reversible/bi-directional,Intracellular,-0.076760849,0.09698617,0.1322184,0.103270755,0.101347511,0.138480802,-0.108275207,0.216970688,0.21434037,0.136517522,0.162071468,0.193304302
DvH,rxn00420,No,No,L-O-Phosphoserine phosphohydrolase,Glycine and Serine Utilization,Metabolic_Overview,,-1000,1000,Reversible/bi-directional,Intracellular,0.076760849,-0.09698617,-0.1322184,-0.103270755,-0.101347511,-0.138480802,0.108275207,-0.216970688,-0.21434037,-0.136517522,-0.162071468,-0.193304302
DvH,rxn00686,No,No,"5,6,7,8-Tetrahydrofolate:NADP+ oxidoreductase","""",Metabolic_Overview,,-1000,1000,Reversible/bi-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn01300,Yes,Yes,ATP:L-homoserine O-phosphotransferase,Methionine Biosynthesis,Metabolic_Overview,,-1000,1000,Reversible/bi-directional,Intracellular,0.073317023,0.421356622,0.44751181,0.448660014,0.343024936,0.601630142,0.103417511,0.734367873,0.72546519,0.593100667,0.704119838,0.839810951
DvH,EX_cpd00218(e),Yes,Yes,Niacin Exchange,"""",Metabolic_Overview,,-1000,0,Irreversible/uni-directional,Intracellular,-0.000142806,-0.000108518,-0.000115254,-0.00011555,-8.83E-05,-0.000154947,-0.000201435,-0.000189133,-0.00018684,-0.00015275,-0.000181343,-0.000216289
DvH,rxn05310,Yes,Yes,Niacin transport,"""",Metabolic_Overview,,0,1000,Irreversible/uni-directional,Transport,0.000142806,0.000108518,0.000115254,0.00011555,8.83E-05,0.000154947,0.000201435,0.000189133,0.00018684,0.00015275,0.000181343,0.000216289
DvH,rxn14108A,No,No,glyceraldehyde ferredoxin oxidoreductase,"""",Metabolic_Overview,( 206111 or 206619 ),0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn14414,No,No,Formate Transport,"""",Metabolic_Overview,,-1000,1000,Reversible/bi-directional,Transport,-0.240669668,-6.37E-05,-6.77E-05,-6.79E-05,-5.19E-05,-9.10E-05,-0.339477202,-0.000111089,-0.000109742,-8.97E-05,-0.000106513,-0.000127039
DvH,rxn14415,No,No,H2S transport,"""",Metabolic_Overview,,0,1000,Irreversible/uni-directional,Transport,0,0,0,0,0,0,0,0,0,0,0,0
DvH,EX_cpd00239(e),No,No,H2S Exchange,Exchange,Metabolic_Overview,,-1000,0,Irreversible/uni-directional,Exchange,0,0,0,0,0,0,0,0,0,0,0,0
DvH,EX_cpd00047(e),No,No,Formate Exchange,Exchange,Metabolic_Overview,,0,1000,Irreversible/uni-directional,Exchange,0.240669668,6.37E-05,6.77E-05,6.79E-05,5.19E-05,9.10E-05,0.339477202,0.000111089,0.000109742,8.97E-05,0.000106513,0.000127039
DvH,rxn14416,No,No,rnf (Ferredoxin-NAD(+) reductase,"""",Metabolic_Overview,( 208298 and 208299 and 208299 and 208300 and 208301 and 208302 and 208303 ),-1000,1000,Reversible/bi-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn08793A,Yes,Yes,L-Lactate dehydrogenase (menaquinone),"""",Metabolic_Overview,(( 208541 and 208542 ) or 209544 or 208290 or 209186 ),0,1000,Irreversible/uni-directional,Intracellular,18.33684927,23.07352139,26.02906634,26.12137575,23.62215609,24.31735639,24.17388511,25.9598664,29.21372124,27.15272412,28.63438334,27.39816325
DvH,rxn14417A,No,No, Hdr/Flox,"""",Metabolic_Overview,207889 and 207890 and 207891 and 207892 and 207893 and 207894 and 207895,-1000,1000,Reversible/bi-directional,Intracellular,0.542700955,0.869452821,0.923423024,0.925792296,0.707818467,1.24144014,0.765508188,1.515339228,1.496968892,1.223839904,1.452923597,1.732916874
DvH,rxn14412,No,No,QRC,"""",Metabolic_Overview,( 206116 and 206117 and 206118 and 11399161 ),-1000,1000,Reversible/bi-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn05651A,No,No,sulfate transport in via proton symport,"""",Metabolic_Overview,,-1000,1000,Reversible/bi-directional,Transport,0.000247497,0.000188073,0.000199747,0.00020026,0.00015311,0.000268538,0.000349107,0.000327786,0.000323812,0.000264731,0.000314285,0.00037485
DvH,rxn06688A,Yes,Yes,(3R)-3-Hydroxydecanoyl-[acyl-carrier protein] hydro-lyase,"""",Metabolic_Overview,207856,0,1000,Irreversible/uni-directional,Intracellular,0.009430195,0.007166017,0.007610839,0.007630366,0.005833829,0.010231931,0.013301785,0.012489404,0.012337995,0.01008687,0.011974975,0.014282675
DvH,rxn07997,Yes,Yes,3-oxoacyl-[acyl-carrier-protein] synthase (n-C12:1),"""",Metabolic_Overview,( 206643 and 206646 and 208060 ),-1000,1000,Reversible/bi-directional,Intracellular,0.009430195,0.007166017,0.007610839,0.007630366,0.005833829,0.010231931,0.013301785,0.012489404,0.012337995,0.01008687,0.011974975,0.014282675
DvH,rxn079873,Yes,Yes,oxoacyl-[acyl-carrier-protein] reductase (n-C12:1),"""",Metabolic_Overview,( 206645 ) or ( 208656 ),0,1000,Irreversible/uni-directional,Intracellular,0.009430195,0.007166017,0.007610839,0.007630366,0.005833829,0.010231931,0.013301785,0.012489404,0.012337995,0.01008687,0.011974975,0.014282675
DvH,rxn07976,Yes,Yes,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C12:1),"""",Metabolic_Overview,207856,0,1000,Irreversible/uni-directional,Intracellular,0.009430195,0.007166017,0.007610839,0.007630366,0.005833829,0.010231931,0.013301785,0.012489404,0.012337995,0.01008687,0.011974975,0.014282675
DvH,rxn08387,Yes,Yes,enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C12:1),"""",Metabolic_Overview,206221,0,1000,Irreversible/uni-directional,Intracellular,0.009430195,0.007166017,0.007610839,0.007630366,0.005833829,0.010231931,0.013301785,0.012489404,0.012337995,0.01008687,0.011974975,0.014282675
DvH,rxn07998,Yes,Yes,3-oxoacyl-[acyl-carrier-protein] synthase (n-C14:1),"""",Metabolic_Overview,( 206643 and 206646 and 208060 ),0,1000,Irreversible/uni-directional,Intracellular,0.009430195,0.007166017,0.007610839,0.007630366,0.005833829,0.010231931,0.013301785,0.012489404,0.012337995,0.01008687,0.011974975,0.014282675
DvH,rxn07989,Yes,Yes,3-oxoacyl-[acyl-carrier-protein] reductase (n-C14:1),"""",Metabolic_Overview,( 208656 ) or ( 208058 ) or ( 208656 ),0,1000,Irreversible/uni-directional,Intracellular,0.009430195,0.007166017,0.007610839,0.007630366,0.005833829,0.010231931,0.013301785,0.012489404,0.012337995,0.01008687,0.011974975,0.014282675
DvH,rxn07977,Yes,Yes,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C14:1),"""",Metabolic_Overview,207856,0,1000,Irreversible/uni-directional,Intracellular,0.009430195,0.007166017,0.007610839,0.007630366,0.005833829,0.010231931,0.013301785,0.012489404,0.012337995,0.01008687,0.011974975,0.014282675
DvH,rxn08391,Yes,Yes,enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C14:1),"""",Metabolic_Overview,206221,0,1000,Irreversible/uni-directional,Intracellular,0.009430195,0.007166017,0.007610839,0.007630366,0.005833829,0.010231931,0.013301785,0.012489404,0.012337995,0.01008687,0.011974975,0.014282675
DvH,rxn08000,Yes,Yes,3-oxoacyl-[acyl-carrier-protein] synthase (n-C16:1),"""",Metabolic_Overview,( 206643 and 206646 and 208060 ),0,1000,Irreversible/uni-directional,Intracellular,0.009430195,0.007166017,0.007610839,0.007630366,0.005833829,0.010231931,0.013301785,0.012489404,0.012337995,0.01008687,0.011974975,0.014282675
DvH,rxn07991,Yes,Yes,3-oxoacyl-[acyl-carrier-protein] reductase (n-C16:1),"""",Metabolic_Overview,( 208656 ) or ( 208058 ) or ( 208656 ),0,1000,Irreversible/uni-directional,Intracellular,0.009430195,0.007166017,0.007610839,0.007630366,0.005833829,0.010231931,0.013301785,0.012489404,0.012337995,0.01008687,0.011974975,0.014282675
DvH,rxn07978,Yes,Yes,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C16:1),"""",Metabolic_Overview,207856,0,1000,Irreversible/uni-directional,Intracellular,0.009430195,0.007166017,0.007610839,0.007630366,0.005833829,0.010231931,0.013301785,0.012489404,0.012337995,0.01008687,0.011974975,0.014282675
DvH,rxn08395,Yes,Yes,enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C16:1),"""",Metabolic_Overview,206221,0,1000,Irreversible/uni-directional,Intracellular,0.009430195,0.007166017,0.007610839,0.007630366,0.005833829,0.010231931,0.013301785,0.012489404,0.012337995,0.01008687,0.011974975,0.014282675
DvH,rxn07993,No,No,3-oxoacyl-[acyl-carrier-protein] reductase (n-C18:1),"""",Metabolic_Overview,( 208656 ) or ( 208058 ) or ( 208656 ),0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn07980,No,No,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C18:1),"""",Metabolic_Overview,207856,0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn08399,No,No,enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C18:1),"""",Metabolic_Overview,206221,0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn05215,No,No,Sodium-alaninie symporter,Transporters ,Metabolic_Overview,206150,-1000,1000,Reversible/bi-directional,Transport,0,0,0,0,0,0,0,0,0,0,0,0
DvH,EX_cpd00035(e),No,No,L-Alanine Exchange,Exchange,Metabolic_Overview,,0,1000,Irreversible/uni-directional,Exchange,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn09683,No,No,ethanol reversible transport,"""",Metabolic_Overview,,-1000,1000,Reversible/bi-directional,Transport,0,0,0,0,0,0,0,0,0,0,0,0
DvH,EX_cpd00363(e),No,No,Ethanol Exchange,Exchange,Metabolic_Overview,,0,1000,Irreversible/uni-directional,Exchange,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn05237,Yes,Yes,Cysteine uptake,"""",Metabolic_Overview,,0,1000,Irreversible/uni-directional,Intracellular,0.015426469,0.011722594,0.012450259,0.012482204,0.009543322,0.016737997,0.021759844,0.020430903,0.020183221,0.016500698,0.019589371,0.023364443
DvH,EX_cpd00084(e),Yes,Yes,L-Cysteine Exchange,Exchange,Metabolic_Overview,,-1000,0,Irreversible/uni-directional,Exchange,-0.015426469,-0.011722594,-0.012450259,-0.012482204,-0.009543322,-0.016737997,-0.021759844,-0.020430903,-0.020183221,-0.016500698,-0.019589371,-0.023364443
DvH,rxn14418,No,No,Coo Hydrogenase,"""",Metabolic_Overview,( 207772 and 207774 and 207775 and 207776 and 207777 and 207778 ),-1000,1000,Reversible/bi-directional,Intracellular,6.390988015,7.628729848,8.610035367,8.64063501,19.48738988,8.016625452,13.74336468,8.544457405,9.63039504,8.963012074,9.440445732,9.008263299
DvH,rxn14404,No,No,DsrMJKOP_mql,"""",Metabolic_Overview,( 408312 and 206730 and 206729 and 206728 and 206727 ),0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn14405,No,No,DsrMJKOP_cytc3,"""",Metabolic_Overview,( 408312 and 206730 and 206729 and 206728 and 206727 ),0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn05469,No,No,Pyruvate Transport,"""",Metabolic_Overview,,-1000,1000,Reversible/bi-directional,Transport,0,0,0,0,0,0,0,0,0,0,0,0
DvH,EX_cpd00020(e),No,No,EX_pyr_e ,"""",Metabolic_Overview,,0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn10042,No,No,rxn10042,Transporters ,Metabolic_Overview,( 206201 and 206202 and 206203 and 206204 and 206205 and 206206 and 206207 and 206347 and 206348 and ( 206350 )),-1000,1000,Reversible/bi-directional,Transport,0,0,0,0,6.363517495,0,3.969206282,0,0,0,0,0
DvH,rxn14403,No,No,Sulfite Reductase (DsrABC),,Metabolic_Overview,( 209338 and 209339 or 208282 ),-1000,1000,Reversible/bi-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn01816,Yes,Yes,O-Succinyl-L-homoserine succinate-lyase (adding cysteine),Methionine Biosynthesis,Metabolic_Overview,,-1000,1000,Reversible/bi-directional,Intracellular,-0.009649293,-0.00733251,-0.007787667,-0.007807648,-0.005969371,-0.010469657,-0.013610834,-0.012779579,-0.012624653,-0.010321226,-0.012253198,-0.014614515
